protocol,transfer_rate,avg_pkt_size,host_ratio,host_num,diff_port_num,diff_sport_num,opp_ratio,label
icmp,497.02,98,1.0,1,1,1,0.98,icmpflood
icmp,90140.23,42,0.5,1,1,1,0.85,icmpflood
icmp,3771.77,42,0.33,1,1,1,0.95,icmpflood
icmp,0.27,98,1.0,1,1,1,1.0,normal
tcp,0.32,54,0.5,1,150,150,1.0,tcpsynflood
icmp,194.2,1482,0.17,1,1,1,1.0,pingofdeath
tcp,0.91,66,0.25,1,1,1,1.0,normal
icmp,1.79,98,0.83,15,1,1,1.0,ipsweep
udp,0.1,98,1.0,1,131,1,1.0,normal
icmp,0.67,98,0.67,4,1,1,1.0,ipsweep
tcp,1.61,213,0.33,1,4,1,1.0,normal
tcp,0.1,74,1.0,1,143,1,1.0,portscan
udp,562.24,42,0.5,1,1,1,0.0,udpflood
tcp,0.78,74,0.5,1,77,1,1.0,portscan
udp,0.22,111,1.0,1,15,1,1.0,normal
icmp,117.69,1484,1.0,1,1,1,1.0,pingofdeath
tcp,3.18,634,1.0,1,6,1,1.0,normal
tcp,0.18,54,1.0,1,2,1,0.5,normal
udp,5979.86,62,0.5,1,1,1,0.0,udpflood
icmp,93.28,1480,0.33,1,1,1,0.99,pingofdeath
tcp,0.09,54,0.2,1,87,87,1.0,tcpsynflood
tcp,0.93,74,1.0,1,124,1,1.0,portscan
icmp,0.39,98,0.88,14,1,1,1.0,ipsweep
tcp,0.6,74,0.5,1,356,1,1.0,portscan
tcp,0.07,74,1.0,1,230,1,1.0,portscan
icmp,150.33,1293,0.17,1,1,1,1.0,pingofdeath
tcp,1.05,488,1.0,1,1,1,1.0,normal
udp,919.97,62,1.0,1,1,1,0.0,udpflood
tcp,0.28,54,0.2,1,518,518,1.0,tcpsynflood
udp,2104.33,72,0.5,1,1,1,0.0,udpflood
tcp,0.38,58,0.2,1,328,1,1.0,portscan
udp,496.76,90,1.0,1,1,1,0.0,udpflood
udp,1601.22,125,0.25,1,1,1,0.0,udpflood
udp,3833.59,62,0.5,1,1,1,0.0,udpflood
icmp,0.55,67,0.93,14,1,1,1.0,ipsweep
udp,618.75,42,0.5,1,1,1,0.0,udpflood
udp,0.75,117,1.0,1,14,1,1.0,normal
icmp,1034.68,98,1.0,1,1,1,1.0,icmpflood
udp,2154.47,42,0.5,1,1,1,0.0,udpflood
icmp,293.36,98,0.5,1,1,1,1.0,icmpflood
icmp,2580.39,98,0.2,1,1,1,0.98,icmpflood
icmp,266.14,98,1.0,1,1,1,1.0,icmpflood
tcp,0.9,168,1.0,1,192,1,1.0,portscan
icmp,0.55,98,1.0,16,1,1,1.0,ipsweep
udp,0.08,103,0.25,1,12,1,1.0,normal
udp,0.28,146,1.0,1,105,1,1.0,normal
icmp,40.55,1481,0.14,1,1,1,1.0,pingofdeath
tcp,0.87,54,0.12,1,393,393,1.0,tcpsynflood
icmp,0.56,98,0.8,17,1,1,1.0,ipsweep
tcp,0.94,74,0.2,1,251,1,1.0,portscan
udp,0.06,156,0.33,1,55,1,1.0,normal
udp,0.31,42,0.5,1,281,6,0.0,portscan
icmp,1151.62,98,0.5,1,1,1,1.0,icmpflood
tcp,0.11,54,0.2,1,165,165,1.0,tcpsynflood
udp,8813.64,62,0.5,1,1,1,0.0,udpflood
icmp,0.93,54,0.73,11,1,1,1.0,ipsweep
udp,14908.53,42,0.25,1,1,1,0.0,udpflood
udp,209.65,42,0.5,1,1,1,0.0,udpflood
udp,0.09,42,0.17,1,125,5,0.0,portscan
udp,740.4,121,1.0,1,1,1,0.0,udpflood
icmp,0.71,98,0.8,8,1,1,1.0,ipsweep
tcp,0.13,70,0.25,1,2,1,1.0,normal
tcp,0.27,54,1.0,1,547,547,1.0,tcpsynflood
udp,1586.73,62,0.25,1,1,1,0.0,udpflood
tcp,1.34,466,0.33,1,6,1,1.0,normal
icmp,0.39,98,0.8,15,1,1,1.0,ipsweep
udp,0.08,111,0.33,1,29,1,1.0,normal
icmp,5836.61,106,1.0,1,1,1,1.0,icmpflood
icmp,16095.37,42,0.11,1,1,1,0.96,icmpflood
udp,0.1,42,0.2,1,93,6,0.0,portscan
icmp,2066.1,94,0.33,1,1,1,0.99,icmpflood
udp,11876.43,62,0.5,1,1,1,0.0,udpflood
tcp,0.89,54,0.5,1,203,203,1.0,tcpsynflood
udp,188851.09,62,0.5,1,1,1,0.0,udpflood
tcp,0.53,54,0.5,1,424,424,0.75,tcpsynflood
tcp,86.98,2629,1.0,1,3,1,0.61,normal
tcp,0.39,54,1.0,1,236,236,1.0,tcpsynflood
tcp,0.21,109,1.0,1,192,192,1.0,tcpsynflood
tcp,0.07,54,1.0,1,7,1,1.0,normal
udp,0.73,920,0.33,1,1,1,1.0,normal
icmp,786.03,54,1.0,1,1,1,1.0,icmpflood
tcp,0.14,54,0.2,1,175,175,1.0,tcpsynflood
tcp,0.17,74,1.0,1,179,2,1.0,portscan
icmp,39.34,1481,0.17,1,1,1,1.0,pingofdeath
udp,0.16,208,1.0,1,107,1,1.0,normal
udp,0.3,150,1.0,1,80,1,1.0,normal
tcp,0.5,54,0.2,1,321,321,1.0,tcpsynflood
tcp,0.14,54,0.33,1,368,368,1.0,tcpsynflood
icmp,121857.91,42,0.5,1,1,1,1.0,icmpflood
icmp,7.93,1470,0.5,1,1,1,1.0,pingofdeath
icmp,25.4,1476,0.25,1,1,1,1.0,pingofdeath
tcp,0.51,136,0.5,1,200,1,1.0,portscan
tcp,0.78,74,1.0,1,153,1,1.0,portscan
udp,0.18,42,1.0,1,66,4,0.0,portscan
tcp,0.41,191,0.33,1,1,1,0.83,normal
icmp,8814.11,106,0.25,1,1,1,1.0,icmpflood
tcp,0.84,54,0.5,1,203,203,1.0,tcpsynflood
tcp,0.27,711,0.2,1,2,1,1.0,normal
icmp,23.89,1509,0.14,1,1,1,1.0,pingofdeath
tcp,0.28,66,0.33,1,2,2,1.0,normal
icmp,55.54,1481,0.11,1,1,1,1.0,pingofdeath
icmp,20.35,1509,0.5,1,1,1,1.0,pingofdeath
icmp,0.74,98,0.83,22,1,1,1.0,ipsweep
icmp,0.79,98,0.22,2,1,1,1.0,ipsweep
tcp,0.22,54,0.2,1,152,152,1.0,tcpsynflood
icmp,0.37,78,0.94,16,1,1,1.0,ipsweep
tcp,1.17,2806,0.33,1,1,1,1.0,normal
icmp,74.4,98,1.0,1,1,1,1.0,icmpflood
tcp,13.99,2261,1.0,1,12,1,0.58,normal
tcp,0.17,54,0.33,1,226,226,1.0,tcpsynflood
udp,0.33,150,0.25,1,27,1,1.0,normal
icmp,0.76,57,0.73,12,1,1,1.0,ipsweep
udp,0.05,42,0.5,1,96,7,0.0,portscan
tcp,0.14,54,1.0,1,139,139,1.0,tcpsynflood
udp,369.59,42,1.0,1,1,1,0.0,udpflood
icmp,20.35,1465,0.33,1,1,1,1.0,pingofdeath
udp,6048.47,62,0.33,1,1,1,0.0,udpflood
tcp,8.13,681,1.0,1,4,1,1.0,normal
icmp,50.66,98,1.0,1,1,1,1.0,icmpflood
tcp,0.65,54,0.5,1,468,468,1.0,tcpsynflood
icmp,0.26,98,0.83,19,1,1,1.0,ipsweep
tcp,0.36,54,1.0,1,263,263,1.0,tcpsynflood
icmp,111672.47,42,0.17,1,1,1,0.89,icmpflood
udp,0.38,155,1.0,1,39,1,1.0,normal
icmp,104.48,1385,0.25,1,1,1,1.0,pingofdeath
udp,782.65,62,1.0,1,1,1,0.0,udpflood
tcp,0.22,54,0.5,1,158,158,1.0,tcpsynflood
udp,0.14,98,1.0,1,1,1,1.0,normal
tcp,1.76,2437,1.0,1,12,1,1.0,normal
tcp,0.86,54,0.5,1,376,376,1.0,tcpsynflood
icmp,0.79,78,0.88,12,1,1,1.0,ipsweep
udp,16849.34,42,1.0,1,1,1,0.0,udpflood
icmp,0.13,98,0.73,15,1,1,1.0,ipsweep
icmp,89.9,1494,1.0,1,1,1,1.0,pingofdeath
udp,1602.37,42,1.0,1,1,1,0.0,udpflood
udp,1834.63,125,0.14,1,1,1,0.0,udpflood
udp,0.05,169,1.0,1,7,1,1.0,normal
icmp,75.49,1316,1.0,1,1,1,0.92,pingofdeath
icmp,0.82,98,1.0,8,1,1,1.0,ipsweep
icmp,0.3,98,0.75,19,1,1,1.0,ipsweep
icmp,0.32,98,0.56,17,1,1,0.5,ipsweep
udp,186929.37,62,0.33,1,1,1,0.0,udpflood
icmp,1435.22,106,0.5,1,1,1,0.77,icmpflood
icmp,1.0,98,0.94,16,1,1,1.0,ipsweep
udp,0.66,42,1.0,1,629,6,0.0,portscan
udp,1866.57,42,1.0,1,1,1,0.0,udpflood
tcp,0.21,74,0.33,1,171,1,1.0,portscan
tcp,0.26,54,1.0,1,119,119,1.0,tcpsynflood
tcp,0.05,54,1.0,1,6,1,1.0,normal
icmp,1366.08,42,0.5,1,1,1,1.0,icmpflood
tcp,0.85,54,0.25,1,348,348,1.0,tcpsynflood
udp,1602.14,87,1.0,1,1,1,0.0,udpflood
tcp,12.62,66,0.5,1,1,1,1.0,normal
icmp,0.78,98,0.85,22,1,1,1.0,ipsweep
tcp,0.12,74,0.33,1,345,1,1.0,portscan
tcp,0.09,54,1.0,1,174,174,1.0,tcpsynflood
udp,2405.99,42,1.0,1,1,1,0.0,udpflood
icmp,0.63,98,0.89,8,1,1,1.0,ipsweep
udp,1831.89,62,0.5,1,1,1,0.0,udpflood
icmp,92.33,42,0.33,1,1,1,1.0,icmpflood
tcp,0.24,74,0.2,1,100,1,1.0,portscan
tcp,0.9,54,0.5,1,375,375,1.0,tcpsynflood
udp,0.06,129,0.14,1,14,1,1.0,normal
icmp,3716.97,98,0.5,2,1,1,1.0,icmpflood
icmp,0.3,98,0.88,20,1,1,0.62,ipsweep
tcp,0.2,74,1.0,1,121,1,1.0,portscan
icmp,21.66,1466,1.0,1,1,1,1.0,pingofdeath
icmp,0.79,98,0.8,10,1,1,1.0,ipsweep
tcp,0.68,54,0.33,1,2,1,1.0,normal
icmp,87.05,1313,1.0,1,1,1,1.0,pingofdeath
udp,566.15,93,1.0,1,1,1,0.0,udpflood
udp,0.06,166,0.33,1,55,1,1.0,normal
icmp,0.66,75,0.89,8,1,1,1.0,ipsweep
tcp,1.52,105,0.33,1,4,1,1.0,normal
tcp,0.11,74,1.0,1,612,1,1.0,portscan
icmp,0.84,98,0.8,8,1,1,1.0,ipsweep
tcp,12.78,4763,0.5,1,1,1,0.99,normal
udp,0.16,42,0.25,1,314,1,0.0,portscan
tcp,0.86,66,1.0,1,2,1,1.0,normal
icmp,252.34,1513,0.5,1,1,1,1.0,pingofdeath
icmp,0.32,75,1.0,21,1,1,1.0,ipsweep
icmp,56.65,98,1.0,1,1,1,1.0,icmpflood
tcp,0.67,74,1.0,1,142,2,1.0,portscan
udp,1530.73,62,0.5,1,1,1,0.0,udpflood
tcp,1.36,70,1.0,1,1,1,1.0,normal
tcp,0.42,54,0.5,1,76,76,1.0,tcpsynflood
tcp,0.18,54,1.0,1,1,1,1.0,normal
tcp,0.44,58,0.2,1,624,1,1.0,portscan
tcp,0.82,58,0.5,1,223,2,1.0,portscan
icmp,28.46,1502,0.17,1,1,1,1.0,pingofdeath
icmp,0.83,98,1.0,7,1,1,1.0,ipsweep
tcp,1.49,2806,1.0,1,1,1,1.0,normal
udp,0.41,42,0.17,1,352,5,0.0,portscan
tcp,0.52,74,0.2,1,491,1,1.0,portscan
icmp,84.9,98,0.33,1,1,1,1.0,icmpflood
tcp,0.27,74,1.0,1,164,1,1.0,portscan
tcp,0.74,192,1.0,1,1,1,0.86,normal
icmp,16875.12,42,1.0,1,1,1,0.97,icmpflood
icmp,104.56,1353,0.25,1,1,1,1.0,pingofdeath
udp,13079.82,42,0.2,1,1,1,0.0,udpflood
udp,0.26,42,1.0,1,105,1,0.0,portscan
icmp,82.43,1353,1.0,1,1,1,1.0,pingofdeath
tcp,0.34,54,0.2,1,236,236,1.0,tcpsynflood
udp,187694.69,62,0.5,1,1,1,0.0,udpflood
tcp,1.24,467,1.0,1,1,1,0.8,normal
icmp,102761.01,42,0.5,1,1,1,1.0,icmpflood
udp,38665.39,62,0.33,1,1,1,0.0,udpflood
tcp,0.4,112,0.5,1,243,243,1.0,tcpsynflood
icmp,0.35,63,0.87,13,1,1,1.0,ipsweep
udp,16222.8,62,0.17,1,1,1,0.0,udpflood
tcp,0.39,54,1.0,1,230,230,1.0,tcpsynflood
tcp,13.82,2547,1.0,1,6,1,0.73,normal
tcp,0.87,54,0.2,1,358,358,1.0,tcpsynflood
tcp,0.29,54,1.0,1,1914,1914,1.0,tcpsynflood
icmp,39.88,1481,0.14,1,1,1,1.0,pingofdeath
icmp,912.8,98,0.2,1,1,1,0.26,icmpflood
icmp,13.86,1506,0.25,1,1,1,1.0,pingofdeath
icmp,3658.6,98,1.0,2,1,1,1.0,icmpflood
tcp,0.49,614,0.33,1,2,1,1.0,normal
tcp,0.0,555,1.0,1,1,1,1.0,normal
tcp,0.16,54,0.33,1,138,138,1.0,tcpsynflood
icmp,100.47,1328,1.0,1,1,1,1.0,pingofdeath
icmp,161.16,98,0.25,1,1,1,1.0,icmpflood
tcp,0.07,66,1.0,1,6,1,1.0,normal
tcp,1.07,54,0.5,1,600,600,0.75,tcpsynflood
icmp,0.69,85,0.8,8,1,1,1.0,ipsweep
tcp,0.28,54,0.33,1,202,202,1.0,tcpsynflood
tcp,0.61,66,0.33,1,1,1,0.67,normal
tcp,0.38,74,1.0,1,137,1,1.0,portscan
tcp,0.17,54,0.33,1,2,1,1.0,normal
tcp,0.29,54,1.0,1,1,1,1.0,normal
icmp,26.84,98,0.25,1,1,1,1.0,icmpflood
icmp,0.64,98,0.82,4,1,1,1.0,normal
udp,0.07,143,1.0,1,35,1,1.0,normal
tcp,0.37,54,0.5,1,169,169,1.0,tcpsynflood
icmp,1.24,98,0.83,10,1,1,0.86,ipsweep
icmp,26.94,42,0.25,1,1,1,1.0,icmpflood
udp,6.81,1186,1.0,1,1,1,0.59,normal
tcp,8.47,403,0.2,1,1,1,0.85,normal
tcp,14.79,4376,0.5,1,1,1,0.93,normal
udp,551.23,42,1.0,1,1,1,0.0,udpflood
udp,0.16,42,0.5,1,96,6,0.0,portscan
tcp,0.33,54,0.25,1,163,163,1.0,tcpsynflood
udp,0.58,42,0.2,1,204,8,0.0,portscan
tcp,1.58,54,1.0,1,600,600,0.75,tcpsynflood
icmp,0.43,85,0.8,8,1,1,1.0,ipsweep
tcp,0.65,74,1.0,1,336,2,1.0,portscan
udp,11501.71,62,1.0,1,1,1,0.0,udpflood
tcp,0.4,74,1.0,1,115,2,1.0,portscan
udp,1080.32,98,0.5,1,1,1,0.0,udpflood
icmp,11280.13,106,0.67,2,1,1,1.0,icmpflood
icmp,0.37,98,0.89,16,1,1,0.75,ipsweep
icmp,77.89,1462,0.2,1,1,1,1.0,pingofdeath
icmp,922.43,79,0.25,1,1,1,1.0,icmpflood
icmp,2.18,98,1.0,10,1,1,1.0,ipsweep
tcp,0.12,54,0.5,1,202,202,1.0,tcpsynflood
icmp,0.49,75,1.0,8,1,1,1.0,ipsweep
icmp,1.33,98,0.85,11,1,1,1.0,ipsweep
udp,0.6,42,0.5,1,82,7,0.0,portscan
tcp,0.29,636,1.0,1,1,1,1.0,normal
udp,0.1,99,1.0,1,28,1,1.0,normal
udp,15639.25,62,0.5,1,1,1,0.0,udpflood
tcp,1.86,54,0.5,1,600,600,0.75,tcpsynflood
icmp,904.99,42,0.33,1,1,1,1.0,icmpflood
tcp,0.52,182,0.33,1,2,1,0.75,normal
icmp,0.34,52,1.0,17,1,1,1.0,ipsweep
tcp,0.15,58,0.5,1,627,1,1.0,portscan
icmp,1.02,98,0.9,9,1,1,1.0,ipsweep
tcp,0.22,54,0.33,1,226,226,1.0,tcpsynflood
icmp,3.1,98,0.5,1,1,1,1.0,normal
udp,5979.86,62,1.0,1,1,1,0.0,udpflood
tcp,0.9,54,1.0,1,368,368,1.0,tcpsynflood
icmp,957.62,98,0.5,1,1,1,1.0,icmpflood
udp,410.41,42,0.33,1,1,1,0.0,udpflood
icmp,155.81,1344,1.0,1,1,1,1.0,pingofdeath
udp,9872.34,62,0.5,1,1,1,0.0,udpflood
udp,0.21,42,1.0,1,75,3,0.0,portscan
tcp,2.05,74,0.2,1,491,1,1.0,portscan
icmp,9.07,98,0.2,1,1,1,0.94,normal
icmp,1.05,78,0.94,20,1,1,1.0,ipsweep
udp,2183.12,97,1.0,1,1,1,0.0,udpflood
tcp,0.31,54,0.25,1,179,179,1.0,tcpsynflood
tcp,0.46,457,1.0,1,2,1,1.0,normal
tcp,0.39,54,0.33,1,52,52,1.0,tcpsynflood
icmp,3671.13,98,1.0,1,1,1,1.0,icmpflood
tcp,0.1,74,0.5,1,597,1,1.0,portscan
udp,8336.29,42,0.33,1,1,1,0.0,udpflood
tcp,0.27,54,1.0,1,219,219,1.0,tcpsynflood
tcp,0.23,54,0.5,1,178,178,1.0,tcpsynflood
icmp,7661.64,42,0.33,1,1,1,0.35,icmpflood
udp,15475.94,42,0.25,1,1,1,0.0,udpflood
tcp,0.53,74,1.0,1,1079,1,1.0,portscan
tcp,3.98,1641,0.25,1,2,1,0.93,normal
tcp,0.65,74,1.0,1,307,1,1.0,portscan
tcp,0.18,54,0.5,1,375,375,1.0,tcpsynflood
udp,1096.48,69,1.0,1,1,1,0.0,udpflood
icmp,175.97,1513,0.12,1,1,1,0.98,pingofdeath
udp,10453.6,62,0.5,1,1,1,0.0,udpflood
icmp,642.84,98,0.33,1,1,1,1.0,icmpflood
udp,0.07,97,1.0,1,107,1,1.0,normal
udp,9671.54,62,0.5,1,1,1,0.0,udpflood
icmp,0.4,98,0.9,9,1,1,1.0,ipsweep
tcp,0.83,54,0.5,1,204,204,1.0,tcpsynflood
icmp,3.52,98,1.0,1,1,1,1.0,normal
tcp,0.1,54,1.0,1,2,1,1.0,normal
tcp,0.21,54,0.25,1,221,221,1.0,tcpsynflood
udp,949.22,65,0.33,1,1,1,0.0,udpflood
udp,10413.58,42,0.2,1,1,1,0.0,udpflood
icmp,0.88,98,1.0,7,1,1,1.0,ipsweep
icmp,0.68,98,0.85,11,1,1,1.0,ipsweep
tcp,0.12,74,1.0,1,99,1,1.0,portscan
tcp,0.31,54,1.0,1,200,200,1.0,tcpsynflood
tcp,5.6,638,0.2,1,1,1,1.0,normal
udp,0.1,42,0.5,1,261,6,0.0,portscan
icmp,3497.04,42,1.0,1,1,1,0.89,icmpflood
icmp,0.35,98,0.85,11,1,1,1.0,ipsweep
tcp,0.76,58,0.2,1,259,1,1.0,portscan
tcp,0.17,54,0.5,1,62,62,1.0,tcpsynflood
icmp,8.43,98,0.2,1,1,1,1.0,normal
icmp,97.39,1480,0.33,1,1,1,0.98,pingofdeath
tcp,0.29,54,0.33,1,194,194,1.0,tcpsynflood
tcp,0.36,573,1.0,1,2,1,1.0,normal
udp,11648.09,62,0.5,1,1,1,0.0,udpflood
icmp,0.79,54,0.73,8,1,1,1.0,ipsweep
icmp,1852.44,42,0.5,1,1,1,0.96,icmpflood
tcp,1.21,488,0.25,1,1,1,0.93,normal
tcp,1.96,2406,0.33,1,7,1,1.0,normal
udp,0.08,116,1.0,1,24,1,1.0,normal
udp,0.19,42,0.5,1,104,6,0.0,portscan
udp,489.44,42,0.5,1,1,1,0.0,udpflood
tcp,0.16,54,0.33,1,168,168,1.0,tcpsynflood
icmp,19023.53,42,0.33,1,1,1,1.0,icmpflood
udp,0.48,150,1.0,1,8,1,1.0,normal
udp,1264.31,59,0.33,1,1,1,0.0,udpflood
tcp,0.24,74,0.2,1,139,1,1.0,portscan
udp,332.11,89,0.2,1,1,1,0.0,udpflood
tcp,0.39,54,0.33,1,312,312,1.0,tcpsynflood
tcp,0.3,54,0.5,1,591,591,1.0,tcpsynflood
udp,9815.38,42,0.5,1,1,1,0.0,udpflood
icmp,0.15,62,0.75,12,1,1,1.0,ipsweep
udp,0.07,146,0.33,1,55,1,1.0,normal
udp,536.88,55,1.0,1,1,1,0.0,udpflood
icmp,0.17,98,0.25,1,1,1,1.0,normal
udp,1972.13,94,1.0,1,1,1,0.0,udpflood
udp,0.14,42,0.5,1,246,6,0.0,portscan
udp,1153.94,42,0.5,1,1,1,0.0,udpflood
tcp,0.12,74,0.17,1,512,2,1.0,portscan
icmp,18.57,62,0.5,1,1,1,1.0,icmpflood
udp,16392.95,62,0.17,1,1,1,0.0,udpflood
tcp,0.45,578,0.33,1,2,1,1.0,normal
tcp,0.38,54,0.2,1,225,225,1.0,tcpsynflood
tcp,0.05,54,0.1,1,1,1,1.0,normal
tcp,0.84,74,1.0,1,352,2,1.0,portscan
tcp,0.55,74,1.0,1,74,1,1.0,portscan
udp,11206.2,62,1.0,1,1,1,0.0,udpflood
icmp,0.32,98,0.85,22,1,1,1.0,ipsweep
icmp,0.37,67,1.0,20,1,1,1.0,ipsweep
udp,0.31,42,0.25,1,149,4,0.0,portscan
icmp,1863.83,106,1.0,1,1,1,0.98,icmpflood
icmp,112854.01,42,0.33,1,1,1,0.85,icmpflood
icmp,0.7,78,0.94,16,1,1,1.0,ipsweep
udp,89982.51,62,0.5,1,1,1,0.0,udpflood
icmp,2144.86,42,1.0,1,1,1,1.0,icmpflood
icmp,411.29,98,0.25,1,1,1,1.0,icmpflood
udp,16504.71,42,0.2,1,1,1,0.0,udpflood
tcp,0.62,106,0.5,1,350,350,1.0,tcpsynflood
tcp,1.11,151,1.0,1,162,1,1.0,portscan
icmp,53.02,1424,0.2,1,1,1,1.0,pingofdeath
tcp,0.63,54,0.2,1,748,748,1.0,tcpsynflood
tcp,0.69,563,0.33,1,1,1,1.0,normal
udp,655.52,42,0.5,1,1,1,0.0,udpflood
udp,1171.03,42,0.5,1,1,1,0.0,udpflood
tcp,0.2,54,0.5,1,191,191,1.0,tcpsynflood
icmp,0.87,98,0.82,19,1,1,1.0,ipsweep
udp,1791.81,62,1.0,1,1,1,0.0,udpflood
udp,14903.88,62,0.17,1,1,1,0.0,udpflood
icmp,0.58,85,0.8,11,1,1,1.0,ipsweep
tcp,0.55,74,0.33,1,112,1,1.0,portscan
tcp,0.55,74,1.0,1,300,1,1.0,portscan
udp,16113.38,42,0.2,1,1,1,0.0,udpflood
icmp,685.02,106,0.33,1,1,1,1.0,icmpflood
tcp,133.75,66,0.25,1,2,1,1.0,normal
icmp,0.31,98,0.82,14,1,1,1.0,ipsweep
icmp,732.78,42,1.0,1,1,1,1.0,icmpflood
tcp,0.33,54,1.0,1,161,161,1.0,tcpsynflood
udp,2935.6,42,0.5,1,1,1,0.0,udpflood
icmp,1.17,98,1.0,11,1,1,1.0,ipsweep
icmp,972.95,42,0.25,1,1,1,1.0,icmpflood
tcp,0.22,60,0.5,1,4,1,0.5,normal
tcp,0.5,54,0.5,1,48,48,1.0,tcpsynflood
icmp,1.18,98,1.0,16,1,1,1.0,ipsweep
icmp,811.0,98,1.0,1,1,1,0.99,icmpflood
icmp,4.49,98,0.33,1,1,1,1.0,normal
icmp,27288.58,42,1.0,1,1,1,1.0,icmpflood
icmp,503.97,98,0.5,1,1,1,0.77,icmpflood
tcp,0.35,54,0.5,1,180,180,1.0,tcpsynflood
tcp,0.71,68,0.2,1,1,1,0.67,normal
icmp,648.84,98,1.0,1,1,1,0.95,icmpflood
udp,639.97,62,1.0,1,1,1,0.0,udpflood
tcp,0.2,54,0.5,1,965,965,1.0,tcpsynflood
icmp,40.1,1481,1.0,1,1,1,1.0,pingofdeath
udp,0.08,117,1.0,1,24,1,1.0,normal
icmp,1.13,98,0.91,10,1,1,1.0,ipsweep
tcp,15.44,4313,0.5,1,1,1,0.93,normal
udp,0.7,42,1.0,1,315,2,0.0,portscan
icmp,0.85,98,0.67,16,1,1,1.0,ipsweep
